X,FILENAME,CONSTITUENCY.NUMBER,POLLING.STATION.NUMBER,STREAM.NUMBER,FIRST.PAGE,DOES.THE.FORM.HAVE.A.SERIAL.NUMBER.,DOES.THE.FORM.HAVE.A.QR.CODE.,DO.THE.CONSTITUENCY..POLLING.STATION..AND.STREAM.DETAILS.IN.THE.FORM.MATCH.THE.ONES.LISTED.ON.THIS.SPREADSHEET.,DO.THE.VOTE.TALLIES.SHOW.ANY.SIGN.OF.CROSSING.OUT.OR.EDITING.,IS.THE.PRESIDING.OFFICER.SIGNATURE.PRESENT.,IS.THE.FIRST.PAGE.STAMPED,SECOND.PAGE,IS.THE.DEPUTY.PRESIDING.OFFICER.SIGNITURE.PRESENT.,ARE.THE.PRESIDING.AND.DEPUTY.PRESIDING.OFFICER.SIGNATURES.DIFFERENT.,IS.THERE.AT.LEAST.ONE.CANDIDATE.CANDIDATE.AGENT.LISTED.,IS.THERE.AT.LEAST.ONE.SIGNITURE.OF.A.CANDIDATE.CANDIDATE.AGENT.,FOR.EACH.LISTED.CANDIDATE.CANDIDATE.AGENT..IS.THERE.A.SIGNATURE.,DO.THE.CANDIDATE.CANDIDATE.AGENT.SIGNATURES.APPEAR.DIFFERENT.,IS.ANYTHING.WRITTEN.IN.THE..REASONS.FOR.REFUSAL.TO.SIGN..COLUMN.,IS.THE.SECOND.PAGE.STAMPED.,DID.THE.PRESIDING.OFFICER.GIVE.ANY.COMMENT.,IS.THE.SECOND.PAGE.MISSING.,DID.THE.DOCUMENT.SCAN.CORRECTLY.,TALLIES.EDITED,EDITED.RESULTS
Final,016-082-0410-166-1.pdf,82,166,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,016-082-0410-175-1.pdf,82,175,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-083-0411-006-1.pdf,83,6,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-083-0411-018-1.pdf,83,18,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-083-0411-027-1.pdf,83,27,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,017-083-0412-047-1.pdf,83,47,1,NA,1,1,1,0,1,1,NA,0,1,1,1,1,1,0,0,0,0,1,0,0
Final,017-083-0412-054-1.pdf,83,54,1,NA,1,1,1,1,1,1,NA,1,1,1,1,0,1,0,0,0,0,1,0,1
Final,017-083-0412-057-1.pdf,83,57,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,017-083-0413-087-1.pdf,83,87,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-083-0413-090-1.pdf,83,90,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-083-0414-098-1.pdf,83,98,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-083-0414-122-1.pdf,83,122,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-083-0415-137-1.pdf,83,137,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,017-083-0415-150-1.pdf,83,150,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,017-083-0415-156-1.pdf,83,156,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,017-083-0415-165-1.pdf,83,165,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-083-0416-175-1.pdf,83,175,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-083-0416-181-1.pdf,83,181,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-084-0417-001-1.pdf,84,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-084-0417-002-1.pdf,84,2,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-084-0417-021-1.pdf,84,21,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-084-0417-026-1.pdf,84,26,1,NA,1,1,1,1,1,1,NA,1,1,0,0,0,0,1,0,1,0,1,0,1
Final,017-084-0417-035-1.pdf,84,35,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-084-0418-046-1.pdf,84,46,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,017-084-0418-047-1.pdf,84,47,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-084-0419-055-1.pdf,84,55,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,017-084-0419-056-2.pdf,84,56,2,NA,1,1,1,1,1,1,NA,1,1,1,1,0,1,0,0,1,0,1,1,1
Final,017-084-0419-065-1.pdf,84,65,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-085-0420-035-1.pdf,85,35,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-085-0421-038-1.pdf,85,38,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-085-0421-041-1.pdf,85,41,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-085-0422-064-1.pdf,85,64,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,1,1
Final,017-085-0422-067-1.pdf,85,67,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,017-085-0422-086-1.pdf,85,86,1,NA,1,1,1,1,1,1,NA,0,1,1,1,1,1,0,1,1,0,1,0,1
Final,017-085-0423-103-1.pdf,85,103,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,017-085-0423-110-1.pdf,85,110,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,017-086-0425-014-1.pdf,86,14,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,017-086-0427-065-1.pdf,86,65,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,017-086-0427-079-1.pdf,86,79,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,017-086-0427-087-1.pdf,86,87,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-086-0427-091-1.pdf,86,91,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-086-0429-150-1.pdf,86,150,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-086-0430-159-1.pdf,86,159,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,017-086-0430-172-1.pdf,86,172,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-086-0430-176-1.pdf,86,176,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-087-0431-032-1.pdf,87,32,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,017-087-0432-049-1.pdf,87,49,1,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,0,1,0,1,0,0
Final,017-087-0432-056-1.pdf,87,56,1,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,0,0,0,1,0,0
Final,017-087-0433-079-1.pdf,87,79,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-087-0435-111-1.pdf,87,111,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,017-087-0435-124-1.pdf,87,124,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-087-0435-127-1.pdf,87,127,1,NA,1,1,1,0,0,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-087-0436-135-1.pdf,87,135,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-087-0436-137-1.pdf,87,137,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,017-088-0437-022-1.pdf,88,22,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,017-088-0437-023-1.pdf,88,23,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,0,0,0,1,0,1,0,0
Final,017-088-0438-048-1.pdf,88,48,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-088-0438-063-4.pdf,88,63,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,017-088-0439-069-2.pdf,88,69,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-088-0439-074-1.pdf,88,74,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,0,1,0,1,0,0
Final,017-088-0439-078-1.pdf,88,78,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,017-088-0440-099-1.pdf,88,99,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-088-0440-110-1.pdf,88,110,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,017-088-0440-117-1.pdf,88,117,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0441-009-1.pdf,89,9,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,018-089-0441-009-2.pdf,89,9,2,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,1,1,0,1,0,0
Final,018-089-0441-013-2.pdf,89,13,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,018-089-0442-017-1.pdf,89,17,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0442-019-2.pdf,89,19,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,018-089-0443-033-1.pdf,89,33,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0443-034-1.pdf,89,34,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0443-037-1.pdf,89,37,1,NA,1,1,1,0,1,1,NA,0,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0443-038-1.pdf,89,38,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0444-053-1.pdf,89,53,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,018-089-0444-054-1.pdf,89,54,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0445-057-1.pdf,89,57,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0445-057-2.pdf,89,57,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,018-089-0445-059-1.pdf,89,59,1,NA,1,1,1,1,1,1,NA,1,0,1,1,1,1,0,1,0,0,1,0,1
Final,018-089-0445-064-1.pdf,89,64,1,NA,1,1,1,0,1,1,NA,0,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0446-070-1.pdf,89,70,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,018-089-0446-074-1.pdf,89,74,1,NA,1,1,1,0,1,1,NA,0,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-089-0447-085-1.pdf,89,85,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-089-0447-087-1.pdf,89,87,1,NA,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,1,0,1,0,1
Final,018-089-0448-095-2.pdf,89,95,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-089-0448-096-1.pdf,89,96,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,018-090-0449-003-1.pdf,90,3,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-090-0449-006-2.pdf,90,6,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,018-090-0450-025-3.pdf,90,25,3,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,1,1,0,1,0,0
Final,018-090-0450-035-1.pdf,90,35,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-090-0450-036-1.pdf,90,36,1,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,1,1,1,0,1,0,0
Final,018-090-0450-039-1.pdf,90,39,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,018-090-0451-044-1.pdf,90,44,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-090-0451-044-2.pdf,90,44,2,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,0,1,1,0,1,0,0
Final,018-090-0451-045-1.pdf,90,45,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-090-0451-050-1.pdf,90,50,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-091-0453-002-1.pdf,91,2,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,018-091-0454-013-1.pdf,91,13,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-091-0454-022-1.pdf,91,22,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,018-091-0455-026-1.pdf,91,26,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-091-0456-045-1.pdf,91,45,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-091-0457-052-1.pdf,91,52,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-091-0457-054-2.pdf,91,54,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,018-091-0457-056-2.pdf,91,56,2,NA,1,1,1,0,1,1,NA,0,1,0,0,0,0,0,1,1,0,1,0,0
Final,018-092-0458-003-2.pdf,92,3,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-092-0459-014-1.pdf,92,14,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,1,1
Final,018-092-0460-030-1.pdf,92,30,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-092-0461-040-1.pdf,92,40,1,NA,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,1,1,0,1,0,1
Final,018-092-0461-043-1.pdf,92,43,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,018-092-0461-045-2.pdf,92,45,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,018-093-0462-012-1.pdf,93,12,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-093-0462-017-1.pdf,93,17,1,NA,1,1,1,0,1,1,NA,1,1,1,1,0,0,1,1,1,0,1,0,0
Final,018-093-0463-021-1.pdf,93,21,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-093-0464-042-1.pdf,93,42,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-093-0464-044-2.pdf,93,44,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-093-0464-046-1.pdf,93,46,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-093-0464-048-1.pdf,93,48,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,018-093-0465-062-1.pdf,93,62,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,018-093-0465-063-1.pdf,93,63,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,019-094-0466-001-1.pdf,94,1,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-094-0466-004-1.pdf,94,4,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-094-0466-022-1.pdf,94,22,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-094-0467-024-3.pdf,94,24,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-094-0467-025-1.pdf,94,25,1,NA,1,1,1,0,1,1,NA,1,1,0,1,1,1,0,1,1,0,1,0,0
Final,019-094-0467-029-2.pdf,94,29,2,NA,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,1,0,1,1,1
Final,019-094-0467-030-1.pdf,94,30,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,019-094-0467-046-1.pdf,94,46,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,019-094-0468-058-1.pdf,94,58,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,019-094-0468-068-1.pdf,94,68,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-095-0469-009-3.pdf,95,9,3,NA,0,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-095-0469-010-1.pdf,95,10,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-095-0469-010-2.pdf,95,10,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-095-0470-021-1.pdf,95,21,1,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,1,1,1,0,1,0,0
Final,019-095-0470-026-1.pdf,95,26,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-095-0470-028-1.pdf,95,28,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-095-0470-029-1.pdf,95,29,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-095-0471-035-2.pdf,95,35,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-095-0471-037-1.pdf,95,37,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-095-0471-042-2.pdf,95,42,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,1,1
Final,019-095-0472-059-1.pdf,95,59,1,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,0,1,1,0,1,0,0
Final,019-095-0472-065-1.pdf,95,65,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,019-095-0472-073-1.pdf,95,73,1,NA,1,1,0,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-095-0473-081-2.pdf,95,81,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,1,1
Final,019-095-0474-101-1.pdf,95,101,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,1,1
Final,019-095-0474-107-2.pdf,95,107,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-095-0474-109-1.pdf,95,109,1,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,1,1,0,1,0,0
Final,019-095-0475-126-1.pdf,95,126,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-095-0475-126-2.pdf,95,126,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-096-0477-011-2.pdf,96,11,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-096-0477-012-1.pdf,96,12,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-096-0478-016-1.pdf,96,16,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-096-0478-019-1.pdf,96,19,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-096-0478-022-1.pdf,96,22,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-097-0483-008-1.pdf,97,8,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-097-0483-013-1.pdf,97,13,1,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,1,1,0,1,0,0
Final,019-097-0483-016-1.pdf,97,16,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-097-0483-025-1.pdf,97,25,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-097-0484-046-2.pdf,97,46,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-097-0484-047-1.pdf,97,47,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-097-0484-054-1.pdf,97,54,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-097-0484-056-1.pdf,97,56,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,019-098-0487-002-1.pdf,98,2,1,NA,1,1,1,0,1,1,NA,0,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-098-0487-004-1.pdf,98,4,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,019-098-0487-005-1.pdf,98,5,1,NA,1,1,1,1,1,1,NA,1,1,0,0,0,0,1,0,1,0,1,0,1
Final,019-098-0487-005-2.pdf,98,5,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,019-098-0487-006-1.pdf,98,6,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,019-098-0487-009-1.pdf,98,9,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,019-098-0488-020-1.pdf,98,20,1,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,0,0,1,0,1,0,0
Final,019-098-0488-026-1.pdf,98,26,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-098-0488-031-1.pdf,98,31,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,019-098-0489-035-1.pdf,98,35,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,019-098-0489-036-1.pdf,98,36,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-098-0489-040-1.pdf,98,40,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-098-0489-041-1.pdf,98,41,1,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,0,1,0,1,0,0
Final,019-098-0489-047-1.pdf,98,47,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,019-098-0489-049-1.pdf,98,49,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,019-098-0490-071-1.pdf,98,71,1,NA,1,1,1,1,1,0,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,019-099-0491-012-1.pdf,99,12,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,019-099-0491-012-2.pdf,99,12,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-099-0491-013-1.pdf,99,13,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,019-099-0492-021-1.pdf,99,21,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-099-0492-021-2.pdf,99,21,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,019-099-0492-023-2.pdf,99,23,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-099-0492-027-1.pdf,99,27,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-099-0492-030-1.pdf,99,30,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-099-0492-031-1.pdf,99,31,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-099-0492-032-1.pdf,99,32,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,1
Final,019-099-0493-036-2.pdf,99,36,2,NA,1,1,1,1,1,1,NA,1,1,1,1,0,1,0,1,1,0,1,0,1
Final,019-099-0494-047-4.pdf,99,47,4,NA,1,1,1,1,1,1,NA,0,1,1,1,1,1,0,1,0,0,1,1,1
Final,019-099-0495-056-1.pdf,99,56,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-099-0495-057-3.pdf,99,57,3,NA,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1
Final,019-099-0495-058-1.pdf,99,58,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,019-099-0495-061-1.pdf,99,61,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,020-100-0496-005-1.pdf,100,5,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,020-100-0496-009-1.pdf,100,9,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
