"file_orig","registered_orig","spoiled_orig","cast_orig","rejected_orig","disputed_orig","objected_orig","valid_votes_orig","comments_orig","registered_fin","spoiled_fin","cast_fin","rejected_fin","disputed_fin","objected_fin","valid_votes_fin","comments_fin","registered_diff","spoiled_diff","cast_diff","rejected_diff","disputed_diff","objected_diff","valid_votes_diff"
"022-116-0579-026-2.pdf",731,2,656,6,0,0,643,NA,731,2,647,4,0,0,643,NA,0,0,-9,-2,0,0,0
"022-116-0581-045-3.pdf",608,3,565,0,0,0,565,NA,608,2,565,1,0,0,564,NA,0,-1,0,1,0,0,-1
"022-118-0588-020-2.pdf",613,2,580,NA,0,0,578,NA,613,2,580,2,0,0,578,NA,0,0,0,NA,0,0,0
"022-118-0589-028-2.pdf",428,0,NA,2,0,0,409,NA,428,0,411,2,0,0,409,NA,0,0,NA,0,0,0,0
"022-118-0590-033-4.pdf",722,2,NA,2,0,0,627,NA,722,2,629,2,0,0,627,NA,0,0,NA,0,0,0,0
"022-119-0593-015-2.pdf",758,3,NA,5,0,0,702,NA,758,3,707,5,0,0,702,NA,0,0,NA,0,0,0,0
"022-119-0593-021-2.pdf",733,2,701,4,0,0,698,NA,733,2,701,3,0,0,698,NA,0,0,0,-1,0,0,0
"022-119-0594-029-2.pdf",678,0,598,4,0,0,596,NA,678,0,598,4,0,0,594,NA,0,0,0,0,0,0,-2
"022-120-0600-037-1.pdf",741,0,703,5,0,0,699,NA,741,0,703,5,0,0,698,NA,0,0,0,0,0,0,-1
"022-121-0602-009-2.pdf",733,1,730,2,0,0,728,NA,733,1,724,2,0,0,722,NA,0,0,-6,0,0,0,-6
"022-121-0602-011-1.pdf",645,1,597,3,0,0,596,NA,645,1,599,3,0,0,596,NA,0,0,2,0,0,0,0
"022-121-0602-013-4.pdf",701,3,592,6,0,0,584,NA,701,3,590,6,0,0,584,NA,0,0,-2,0,0,0,0
"022-121-0602-014-1.pdf",796,4,690,12,0,0,678,NA,796,4,690,12,0,0,678,NA,0,0,0,0,0,0,0
"022-121-0603-020-2.pdf",661,2,691,1,0,0,687,NA,661,2,693,6,0,0,687,NA,0,0,2,5,0,0,0
"022-121-0603-029-1.pdf",521,5,491,NA,0,0,488,NA,521,5,491,3,0,0,488,NA,0,0,0,NA,0,0,0
"022-122-0606-012-2.pdf",666,2,628,0,0,0,629,NA,666,2,628,0,0,0,628,NA,0,0,0,0,0,0,-1
"022-122-0607-013-2.pdf",444,0,NA,3,0,0,423,NA,444,0,426,3,0,0,423,NA,0,0,NA,0,0,0,0
"022-122-0607-025-1.pdf",751,1,721,2,0,0,720,NA,751,1,721,2,0,0,719,NA,0,0,0,0,0,0,-1
"022-122-0608-041-2.pdf",453,1,NA,6,0,0,426,NA,453,1,432,6,0,0,426,NA,0,0,NA,0,0,0,0
"022-122-0609-052-1.pdf",488,2,NA,2,0,0,462,NA,488,2,464,2,0,0,462,NA,0,0,NA,0,0,0,0
"022-122-0610-054-2.pdf",694,1,656,1,0,0,654,NA,694,1,656,2,0,0,654,NA,0,0,0,1,0,0,0
"023-123-0613-054-1.pdf",140,1,48,0,0,0,48,NA,140,0,48,1,0,0,47,NA,0,-1,0,1,0,0,-1
"023-124-0621-053-1.pdf",129,4,88,0,0,0,83,NA,129,4,85,0,0,0,83,NA,0,0,-3,0,0,0,0
"023-125-0627-086-4.pdf",751,0,587,6,0,0,580,NA,751,0,587,7,0,0,580,NA,0,0,0,1,0,0,0
"023-127-0637-073-1.pdf",476,1,NA,1,0,0,339,NA,476,1,339,1,0,0,338,NA,0,0,NA,0,0,0,-1
"024-129-0646-159-1.pdf",236,2,204,2,0,0,202,NA,236,2,202,1,0,0,201,NA,0,0,-2,-1,0,0,-1
"024-132-0658-088-1.pdf",243,0,218,0,0,0,218,NA,243,0,218,0,0,0,218,NA,0,0,0,0,0,0,0
"025-133-0664-080-1.pdf",224,4,213,4,0,0,209,NA,224,0,213,4,0,0,209,NA,0,-4,0,0,0,0,0
"026-136-0676-012-1.pdf",448,0,363,4,0,0,359,NA,448,0,367,4,0,0,363,NA,0,0,4,0,0,0,4
"026-136-0679-060-5.pdf",673,0,429,8,0,0,421,NA,673,3,429,8,0,0,421,NA,0,3,0,0,0,0,0
"026-137-0681-018-2.pdf",NA,0,551,8,0,0,543,NA,672,0,551,8,0,0,543,"In stream, had 'B'. Wrote 2",NA,0,0,0,0,0,0
"026-137-0682-030-1.pdf",743,1,636,21,0,0,615,NA,743,1,636,14,0,0,622,NA,0,0,0,-7,0,0,7
"026-138-0684-021-3.pdf",540,3,440,10,0,0,440,NA,540,3,450,10,0,0,440,NA,0,0,10,0,0,0,0
"026-138-0684-024-1.pdf",392,2,397,11,0,0,386,NA,592,2,397,11,0,0,386,NA,200,0,0,0,0,0,0
"026-138-0686-037-1.pdf",270,1,239,2,0,0,236,NA,270,1,239,2,0,0,237,NA,0,0,0,0,0,0,1
"026-139-0688-007-2.pdf",689,0,NA,NA,0,0,530,NA,689,0,553,23,0,0,530,NA,0,0,NA,NA,0,0,0
"026-139-0692-040-2.pdf",673,0,533,4,0,0,526,NA,673,0,533,7,0,0,526,NA,0,0,0,3,0,0,0
"026-139-0693-044-1.pdf",799,3,582,10,0,1,571,NA,799,3,587,10,0,1,576,NA,0,0,5,0,0,0,5
"026-139-0693-045-1.pdf",619,1,NA,11,0,0,374,NA,619,1,385,11,0,0,374,NA,0,0,NA,0,0,0,0
"026-140-0694-001-2.pdf",512,0,454,8,0,0,454,NA,512,0,456,8,0,0,448,NA,0,0,2,0,0,0,-6
"027-141-0703-017-1.pdf",146,0,143,2,0,0,140,NA,146,0,142,2,0,0,140,NA,0,0,-1,0,0,0,0
"027-141-0707-085-3.pdf",619,0,520,1,0,0,519,NA,619,0,521,1,0,0,520,NA,0,0,1,0,0,0,1
"027-142-0708-003-2.pdf",507,1,440,NA,0,0,435,NA,507,1,440,5,0,0,435,NA,0,0,0,NA,0,0,0
"027-142-0710-036-2.pdf",477,4,418,0,0,0,415,NA,477,4,418,3,0,0,415,NA,0,0,0,3,0,0,0
"027-142-0712-063-1.pdf",394,1,728,12,0,0,717,NA,794,1,729,12,0,0,716,NA,400,0,1,0,0,0,-1
"027-142-0712-063-3.pdf",794,3,NA,3,0,0,603,NA,794,3,606,3,0,0,603,NA,0,0,NA,0,0,0,0
"027-142-0712-065-1.pdf",729,5,576,13,0,0,563,NA,721,5,576,13,0,0,563,NA,-8,0,0,0,0,0,0
"027-142-0713-070-8.pdf",977,6,671,13,0,0,NA,NA,977,6,671,13,0,0,658,NA,0,0,0,0,0,0,NA
"027-143-0718-085-2.pdf",706,2,704,6,0,0,706,NA,706,2,704,0,0,0,704,NA,0,0,0,-6,0,0,-2
"027-144-0720-034-1.pdf",344,1,317,3,0,0,312,NA,344,1,317,5,0,0,312,NA,0,0,0,2,0,0,0
"027-145-0724-038-1.pdf",447,1,398,3,0,0,395,NA,448,1,398,3,0,0,395,NA,1,0,0,0,0,0,0
"027-146-0729-055-1.pdf",406,0,375,3,0,0,373,NA,406,0,377,4,0,0,373,NA,0,0,2,1,0,0,0
"027-146-0730-072-2.pdf",625,3,698,1,0,0,597,NA,625,3,598,1,0,0,597,NA,0,0,-100,0,0,0,0
"027-146-0730-082-1.pdf",469,1,NA,NA,0,0,457,NA,469,1,457,0,0,0,457,NA,0,0,NA,NA,0,0,0
"028-147-0733-112-1.pdf",245,0,222,3,0,0,219,NA,245,0,222,5,0,0,217,NA,0,0,0,2,0,0,-2
"028-148-0739-115-1.pdf",NA,0,179,6,0,0,173,NA,177,0,179,6,0,0,173,NA,NA,0,0,0,0,0,0
"028-149-0742-020-1.pdf",427,1,395,1,0,0,NA,NA,427,1,395,1,0,0,394,NA,0,0,0,0,0,0,NA
"028-149-0743-061-1.pdf",423,0,NA,2,0,0,383,NA,423,0,386,2,0,0,384,NA,0,0,NA,0,0,0,1
"029-151-0751-033-1.pdf",207,0,200,1,0,0,190,NA,207,0,200,1,0,0,197,NA,0,0,0,0,0,0,7
"029-152-0755-015-1.pdf",222,0,207,2,0,0,205,NA,222,0,205,0,0,0,205,NA,0,0,-2,-2,0,0,0
"029-152-0755-017-1.pdf",221,0,194,4,0,0,190,NA,222,0,194,4,0,0,190,NA,1,0,0,0,0,0,0
"029-153-0762-060-1.pdf",276,3,248,0,0,0,248,NA,276,3,245,0,0,0,245,NA,0,0,-3,0,0,0,-3
"029-153-0764-096-1.pdf",265,0,252,1,0,0,251,NA,265,0,252,1,0,0,251,NA,0,0,0,0,0,0,0
"029-154-0769-080-1.pdf",NA,14,608,0,0,0,594,NA,705,14,608,14,0,0,594,NA,NA,0,0,14,0,0,0
"029-156-0777-055-2.pdf",499,0,451,8,0,0,145,"Error was in the words, wrote it down anyways",499,0,453,8,0,0,445,NA,0,0,2,0,0,0,300
"030-158-0788-012-1.pdf",259,1,252,0,0,0,251,NA,259,0,252,1,0,0,251,NA,0,-1,0,1,0,0,0
"030-158-0790-080-1.pdf",401,2,373,1,0,0,370,NA,401,0,373,3,0,0,370,NA,0,-2,0,2,0,0,0
"030-161-0804-123-1.pdf",36,0,36,0,0,3,36,NA,36,0,36,0,0,0,36,NA,0,0,0,0,0,-3,0
"030-161-0804-146-1.pdf",80,0,74,1,0,0,74,NA,80,0,74,1,0,0,73,NA,0,0,0,0,0,0,-1
"031-164-0817-004-1.pdf",159,0,143,1,0,0,143,NA,159,0,143,1,0,0,142,NA,0,0,0,0,0,0,-1
"031-165-0822-025-1.pdf",357,1,311,2,0,0,313,NA,357,1,313,2,0,0,311,NA,0,0,2,0,0,0,-2
"032-166-0827-014-3.pdf",798,0,695,NA,0,0,691,NA,798,0,695,4,0,0,691,NA,0,0,0,NA,0,0,0
"032-166-0828-030-1.pdf",592,1,507,3,0,0,507,NA,592,1,507,3,0,0,504,NA,0,0,0,0,0,0,-3
"032-166-0829-039-3.pdf",2974,4,687,2,0,0,683,NA,2974,4,681,4,0,0,677,NA,0,0,-6,2,0,0,-6
"032-166-0829-039-4.pdf",691,1,NA,5,0,1,552,NA,691,1,560,5,0,1,554,NA,0,0,NA,0,0,0,2
"032-167-0835-074-1.pdf",634,1,572,2,0,0,568,NA,634,1,572,4,0,0,568,NA,0,0,0,2,0,0,0
"032-168-0840-055-2.pdf",470,0,422,2,0,0,418,NA,470,0,422,4,0,0,418,NA,0,0,0,2,0,0,0
"032-168-0843-084-2.pdf",784,3,684,4,0,0,677,NA,784,3,681,4,0,0,677,NA,0,0,-3,0,0,0,0
"032-169-0845-018-1.pdf",409,0,371,1,0,0,370,NA,409,1,371,1,0,0,370,NA,0,1,0,0,0,0,0
"032-169-0846-041-1.pdf",205,1,197,0,0,0,167,NA,205,1,197,0,0,0,197,NA,0,0,0,0,0,0,30
"032-170-0850-020-1.pdf",308,0,281,4,0,0,281,NA,308,0,285,4,0,0,281,NA,0,0,4,0,0,0,0
"032-171-0856-060-1.pdf",762,1,657,10,0,0,646,NA,762,1,656,10,0,0,646,NA,0,0,-1,0,0,0,0
"032-171-0856-066-2.pdf",1407,0,459,3,0,0,466,NA,1407,0,459,3,0,0,456,NA,0,0,0,0,0,0,-10
"032-172-0858-038-1.pdf",445,1,393,3,0,0,392,NA,445,1,393,1,0,0,392,NA,0,0,0,-2,0,0,0
"032-173-0861-027-1.pdf",619,0,514,7,0,0,NA,NA,619,0,514,7,0,0,501,NA,0,0,0,0,0,0,NA
"032-173-0862-054-1.pdf",154,1,139,3,0,0,137,NA,154,1,139,3,0,0,136,NA,0,0,0,0,0,0,-1
"032-173-0862-074-1.pdf",436,1,356,3,0,0,349,NA,436,1,356,7,0,0,349,NA,0,0,0,4,0,0,0
"032-174-0865-007-1.pdf",360,0,336,1,0,0,333,NA,360,0,335,1,0,0,333,NA,0,0,-1,0,0,0,0
"032-174-0865-021-1.pdf",752,0,708,0,0,0,703,NA,752,0,708,0,0,0,708,NA,0,0,0,0,0,0,5
"032-176-0876-016-1.pdf",747,1,676,1,0,0,676,NA,747,1,676,1,0,0,675,NA,0,0,0,0,0,0,-1
"032-176-0879-035-7.pdf",706,1,679,1,0,0,679,NA,706,1,700,1,0,0,679,NA,0,0,21,0,0,0,0
"033-177-0881-032-1.pdf",214,0,194,0,0,0,193,NA,214,0,194,1,0,0,193,NA,0,0,0,1,0,0,0
"033-177-0885-103-2.pdf",415,1,393,2,0,0,390,NA,415,1,393,3,0,0,390,NA,0,0,0,1,0,0,0
"033-178-0887-014-1.pdf",682,0,641,NA,0,0,534,NA,682,0,641,7,0,0,534,NA,0,0,0,NA,0,0,0
"033-178-0888-030-1.pdf",374,2,353,0,0,0,351,NA,374,1,353,2,0,0,351,NA,0,-1,0,2,0,0,0
"033-178-0888-032-1.pdf",256,1,NA,5,0,0,224,NA,256,1,22,5,0,0,223,NA,0,0,NA,0,0,0,-1
"033-179-0891-002-1.pdf",600,3,NA,0,0,0,NA,NA,601,3,583,0,0,0,583,NA,1,0,NA,0,0,0,NA
"033-179-0893-025-6.pdf",828,3,815,0,0,0,NA,NA,828,0,813,0,0,0,815,NA,0,-3,-2,0,0,0,NA
"033-179-0893-026-3.pdf",710,1,527,2,0,0,524,NA,710,1,527,3,0,0,524,NA,0,0,0,1,0,0,0
"033-179-0893-027-1.pdf",444,1,425,0,0,0,424,NA,444,1,425,1,0,0,425,NA,0,0,0,1,0,0,1
"033-179-0893-029-1.pdf",468,0,437,NA,0,0,433,NA,468,0,436,3,0,0,433,NA,0,0,-1,NA,0,0,0
"033-179-0893-037-1.pdf",644,0,517,4,0,0,516,NA,644,0,517,1,0,0,516,NA,0,0,0,-3,0,0,0
"033-179-0896-080-1.pdf",741,0,723,3,0,0,NA,NA,741,0,720,3,0,0,717,NA,0,0,-3,0,0,0,NA
"033-180-0900-053-2.pdf",502,0,464,1,0,0,463,NA,502,1,464,1,0,0,463,NA,0,1,0,0,0,0,0
"033-181-0902-041-1.pdf",447,0,448,3,0,0,445,NA,477,0,448,3,0,0,445,NA,30,0,0,0,0,0,0
"033-182-0907-013-1.pdf",552,1,491,NA,0,0,487,NA,552,1,491,5,0,0,486,NA,0,0,0,NA,0,0,-1
"034-184-0917-010-1.pdf",495,2,476,4,0,0,471,NA,495,2,476,5,0,0,471,NA,0,0,0,1,0,0,0
"034-184-0918-019-3.pdf",714,2,498,4,0,0,495,NA,714,2,498,3,0,0,495,NA,0,0,0,-1,0,0,0
"034-184-0918-020-1.pdf",585,1,574,1,0,0,573,NA,585,0,574,1,0,0,573,NA,0,-1,0,0,0,0,0
"034-184-0919-043-1.pdf",236,0,230,1,0,0,230,NA,236,0,230,1,0,0,229,NA,0,0,0,0,0,0,-1
"034-185-0922-014-2.pdf",646,2,NA,0,0,0,489,NA,646,2,491,2,0,0,489,NA,0,0,NA,2,0,0,0
"034-185-0922-016-3.pdf",966,2,760,6,0,0,755,NA,966,2,755,0,0,0,755,NA,0,0,-5,-6,0,0,0
"034-185-0922-016-9.pdf",973,2,781,1,0,0,778,NA,973,2,779,1,0,0,778,NA,0,0,-2,0,0,0,0
"034-185-0923-019-8.pdf",759,1,602,6,0,0,NA,NA,759,1,601,5,0,0,596,NA,0,0,-1,-1,0,0,NA
"034-186-0926-009-1.pdf",149,1,186,0,0,0,136,NA,149,1,187,0,0,0,137,NA,0,0,1,0,0,0,1
"034-186-0930-102-1.pdf",439,1,418,0,0,0,418,NA,439,2,418,0,0,0,418,NA,0,1,0,0,0,0,0
"034-187-0932-033-1.pdf",133,0,132,0,0,0,131,NA,133,1,131,0,0,0,131,NA,0,1,-1,0,0,0,0
"034-187-0933-050-3.pdf",565,1,NA,3,0,0,446,NA,565,1,449,3,0,0,446,NA,0,0,NA,0,0,0,0
"035-188-0936-005-1.pdf",485,0,433,2,0,0,435,NA,485,0,433,2,0,0,433,NA,0,0,0,0,0,0,-2
"035-188-0937-023-1.pdf",NA,0,NA,1,0,0,445,NA,494,0,452,1,0,0,445,NA,NA,0,NA,0,0,0,0
"035-188-0938-058-1.pdf",222,0,NA,NA,0,0,164,NA,222,0,170,6,0,0,164,NA,0,0,NA,NA,0,0,0
"035-189-0942-048-1.pdf",531,0,451,4,0,0,4443,NA,531,0,451,4,0,0,4443,NA,0,0,0,0,0,0,0
"035-189-0943-080-1.pdf",453,NA,NA,6,0,0,419,NA,453,1,420,5,0,0,415,NA,0,NA,NA,-1,0,0,-4
"035-190-0947-051-4.pdf",800,0,795,4,0,0,800,NA,800,0,795,5,0,0,800,NA,0,0,0,1,0,0,0
"035-190-0949-074-1.pdf",223,1,205,5,0,0,200,NA,223,1,210,5,0,0,205,NA,0,0,5,0,0,0,5
"035-191-0951-020-1.pdf",222,0,200,0,0,0,197,NA,222,0,197,0,0,0,197,"Mispelled 'school'. Did not correct",0,0,-3,0,0,0,0
"035-191-0953-060-1.pdf",376,1,339,2,0,0,339,NA,376,1,338,0,0,0,338,NA,0,0,-1,-2,0,0,-1
"035-191-0956-120-1.pdf",733,0,616,3,0,0,611,NA,733,0,616,5,0,0,611,NA,0,0,0,2,0,0,0
"035-192-0957-002-1.pdf",562,12,511,0,0,0,511,NA,562,12,511,2,0,0,509,NA,0,0,0,2,0,0,-2
"035-192-0957-006-1.pdf",518,8,489,1,0,0,480,NA,518,8,481,1,0,0,480,NA,0,0,-8,0,0,0,0
"035-192-0958-015-1.pdf",372,0,350,0,0,0,350,NA,372,0,350,1,0,0,349,NA,0,0,0,1,0,0,-1
"035-192-0958-032-1.pdf",798,2,NA,2,0,0,NA,NA,798,2,706,2,0,0,702,NA,0,0,NA,0,0,0,NA
"036-194-0968-084-1.pdf",150,1,139,3,0,0,136,NA,150,1,139,3,0,0,136,NA,0,0,0,0,0,0,0
"036-197-0985-073-1.pdf",719,0,682,8,0,0,674,NA,719,0,682,8,0,0,674,NA,0,0,0,0,0,0,0
"037-199-0994-045-1.pdf",595,3,509,6,0,0,503,NA,595,3,509,7,0,0,502,NA,0,0,0,1,0,0,-1
"037-201-1003-013-1.pdf",577,1,487,4,0,0,487,NA,577,1,487,4,0,0,483,NA,0,0,0,0,0,0,-4
"037-202-1014-089-1.pdf",649,0,577,NA,0,0,567,NA,649,0,577,10,0,0,567,NA,0,0,0,NA,0,0,0
"037-202-1014-097-1.pdf",626,3,3,3,0,0,539,NA,626,3,542,3,0,0,539,NA,0,0,539,0,0,0,0
"037-203-1016-021-1.pdf",242,2,222,4,0,0,216,NA,242,2,220,4,0,0,216,NA,0,0,-2,0,0,0,0
"037-204-1023-045-1.pdf",642,0,582,5,0,0,582,NA,642,0,582,5,0,0,577,NA,0,0,0,0,0,0,-5
"037-205-1025-036-1.pdf",459,0,416,4,0,0,412,NA,459,0,417,5,0,0,412,NA,0,0,1,1,0,0,0
"037-206-1031-048-1.pdf",502,2,445,8,0,0,437,NA,502,2,445,8,0,0,437,NA,0,0,0,0,0,0,0
"037-206-1031-050-1.pdf",470,2,NA,14,0,0,418,NA,470,0,428,10,0,0,418,NA,0,-2,NA,-4,0,0,0
"037-207-1033-031-2.pdf",451,0,385,1,0,0,384,NA,451,1,385,1,0,0,384,NA,0,1,0,0,0,0,0
"037-208-1040-061-1.pdf",385,0,325,5,0,0,320,NA,385,0,325,5,0,0,319,NA,0,0,0,0,0,0,-1
"037-209-1043-045-1.pdf",266,1,215,3,0,0,212,NA,266,1,216,3,0,0,213,NA,0,0,1,0,0,0,1
"037-209-1045-069-1.pdf",634,0,492,5,0,0,492,NA,634,0,492,5,0,0,487,NA,0,0,0,0,0,0,-5
"037-210-1047-008-1.pdf",410,0,310,5,0,0,306,NA,410,0,310,4,0,0,306,NA,0,0,0,-1,0,0,0
"037-210-1047-011-1.pdf",663,0,529,1,0,0,518,NA,663,0,511,1,0,0,518,NA,0,0,-18,0,0,0,0
"038-211-1054-047-1.pdf",750,NA,588,NA,0,0,NA,NA,750,0,588,9,0,0,579,NA,0,NA,0,NA,0,0,NA
"038-213-1064-051-2.pdf",498,1,399,12,0,0,387,NA,498,1,419,12,0,0,407,NA,0,0,20,0,0,0,20
"038-213-1065-063-1.pdf",344,2,NA,4,0,0,285,NA,344,2,289,4,0,0,285,NA,0,0,NA,0,0,0,0
"038-213-1066-080-1.pdf",NA,6,509,22,0,0,487,NA,NA,6,507,20,0,0,487,NA,NA,0,-2,-2,0,0,0
"038-213-1067-085-1.pdf",733,NA,609,0,0,0,609,NA,733,NA,609,13,0,0,609,NA,0,NA,0,13,0,0,0
"038-213-1067-087-1.pdf",616,1,501,10,0,0,490,NA,616,1,501,10,0,0,491,NA,0,0,0,0,0,0,1
"038-214-1070-029-2.pdf",419,1,351,1,0,0,343,NA,419,1,351,6,0,0,345,NA,0,0,0,5,0,0,2
"038-214-1072-058-1.pdf",532,0,440,1,0,0,440,NA,532,0,441,1,0,0,440,NA,0,0,1,0,0,0,0
"039-216-1080-083-1.pdf",523,2,563,5,0,0,450,NA,523,2,459,3,0,0,450,NA,0,0,-104,-2,0,0,0
"039-217-1082-001-1.pdf",583,2,492,7,0,0,492,NA,583,2,492,6,0,0,486,NA,0,0,0,-1,0,0,-6
"039-217-1083-030-1.pdf",359,3,323,0,0,0,320,NA,359,3,320,0,0,0,317,NA,0,0,-3,0,0,0,-3
"039-217-1084-075-1.pdf",121,0,103,3,0,0,100,NA,121,0,103,2,0,0,101,NA,0,0,0,-1,0,0,1
"039-217-1084-076-1.pdf",132,1,122,7,0,0,114,NA,132,1,121,7,0,0,114,NA,0,0,-1,0,0,0,0
"039-219-1089-009-1.pdf",489,0,436,6,0,0,430,NA,489,0,440,6,0,0,434,NA,0,0,4,0,0,0,4
"039-219-1093-053-1.pdf",468,1,422,10,0,0,414,NA,468,1,422,10,0,0,412,NA,0,0,0,0,0,0,-2
"039-219-1094-066-1.pdf",375,1,322,5,0,0,317,NA,375,1,322,5,0,0,317,NA,0,0,0,0,0,0,0
"039-219-1095-092-1.pdf",523,1,NA,0,0,0,431,NA,523,1,431,0,0,0,431,NA,0,0,NA,0,0,0,0
"039-220-1096-009-1.pdf",630,1,540,5,0,0,534,NA,630,1,539,5,0,0,534,NA,0,0,-1,0,0,0,0
"039-221-1105-043-1.pdf",168,2,149,1,0,0,149,NA,168,2,149,1,0,0,146,NA,0,0,0,0,0,0,-3
"039-223-1114-049-1.pdf",NA,NA,NA,NA,NA,NA,NA,NA,93,1,79,3,0,0,76,NA,NA,NA,NA,NA,NA,NA,NA
"039-224-1115-010-1.pdf",170,1,NA,0,0,0,134,NA,170,1,134,0,0,0,134,NA,0,0,NA,0,0,0,0
"039-224-1116-029-1.pdf",745,1,611,17,0,0,576,NA,745,1,611,15,0,0,596,NA,0,0,0,-2,0,0,20
"039-224-1116-032-1.pdf",433,0,371,8,0,0,371,NA,433,0,371,8,0,0,363,"This one has two streams (?)",0,0,0,0,0,0,-8
"039-224-1116-050-1.pdf",394,1,328,3,0,0,328,NA,394,1,328,3,0,0,325,NA,0,0,0,0,0,0,-3
"039-224-1120-107-1.pdf",344,2,300,NA,0,0,297,NA,344,2,300,3,0,0,297,NA,0,0,0,NA,0,0,0
"040-226-1127-001-2.pdf",539,2,476,6,0,0,477,NA,539,2,476,6,0,0,470,NA,0,0,0,0,0,0,-7
"040-226-1128-037-1.pdf",602,0,520,0,0,0,518,NA,602,0,520,1,0,0,519,NA,0,0,0,1,0,0,1
"040-229-1145-051-1.pdf",445,0,405,2,0,0,402,NA,445,0,404,2,0,0,402,NA,0,0,-1,0,0,0,0
"040-230-1148-022-1.pdf",633,8,554,4,0,0,546,NA,633,8,550,4,0,0,546,NA,0,0,-4,0,0,0,0
"040-230-1150-045-1.pdf",420,0,407,NA,0,0,400,NA,420,0,407,7,0,0,400,NA,0,0,0,NA,0,0,0
"040-230-1150-053-1.pdf",570,5,531,0,0,0,530,NA,570,5,526,0,0,0,526,NA,0,0,-5,0,0,0,-4
"041-232-1156-009-1.pdf",715,0,NA,2,0,0,654,NA,715,0,656,2,0,0,654,NA,0,0,NA,0,0,0,0
"041-233-1160-006-2.pdf",449,2,NA,NA,0,0,413,NA,449,2,414,1,0,0,413,NA,0,0,NA,NA,0,0,0
"041-234-1164-021-1.pdf",474,0,444,0,0,1,NA,NA,474,1,444,1,0,0,443,NA,0,1,0,1,0,-1,NA
"041-234-1164-029-1.pdf",632,2,601,2,0,0,NA,NA,632,2,601,2,0,0,599,NA,0,0,0,0,0,0,NA
"041-236-1178-062-1.pdf",612,6,14,14,0,1,549,NA,612,6,564,14,0,1,549,NA,0,0,550,0,0,0,0
"041-237-1182-035-1.pdf",553,1,502,3,0,0,499,NA,1106,1,1014,6,0,0,1008,"Stream was 'A'. Taken as a 1. Numbers are weird. Used red as final and black as original",553,0,512,3,0,0,509
"042-238-1186-013-1.pdf",502,2,449,3,0,0,449,NA,502,2,449,3,0,0,446,NA,0,0,0,0,0,0,-3
"042-238-1190-037-1.pdf",535,1,448,1,0,0,446,NA,535,1,447,1,0,0,446,NA,0,0,-1,0,0,0,0
"042-239-1191-005-1.pd",509,0,468,NA,0,0,468,NA,509,0,468,2,0,0,466,NA,0,0,0,NA,0,0,-2
"042-239-1192-020-1.pdf",713,7,608,17,0,0,589,NA,713,7,606,17,0,0,589,NA,0,0,-2,0,0,0,0
"042-240-1196-011-3.pdf",NA,0,547,0,0,0,541,NA,668,0,547,6,0,0,541,NA,NA,0,0,6,0,0,0
"042-240-1197-014-1.pdf",625,3,NA,0,0,0,612,NA,625,3,612,0,0,0,609,NA,0,0,NA,0,0,0,-3
"042-240-1199-025-5.pdf",734,0,694,5,0,0,694,NA,734,0,694,5,0,0,689,NA,0,0,0,0,0,0,-5
"042-240-1200-042-2.pdf",678,1,562,5,0,557,557,NA,678,1,562,5,0,0,557,NA,0,0,0,0,0,-557,0
"042-242-1209-068-1.pdf",449,1,430,0,0,0,423,NA,449,1,423,0,0,0,423,NA,0,0,-7,0,0,0,0
"042-243-1215-070-1.pdf",615,3,566,0,0,0,566,NA,615,3,566,0,0,0,566,NA,0,0,0,0,0,0,0
"042-243-1215-087-1.pdf",560,4,385,1,0,0,484,NA,560,4,485,1,0,0,484,NA,0,0,100,0,0,0,0
"042-244-1218-057-1.pdf",412,2,405,0,0,0,403,NA,412,2,403,0,0,0,403,NA,0,0,-2,0,0,0,0
"043-247-1236-145-1.pdf",366,0,357,2,0,0,357,NA,366,0,357,2,0,0,355,NA,0,0,0,0,0,0,-2
"043-249-1242-024-1.pdf",284,0,264,0,0,0,264,NA,284,1,264,0,0,0,264,NA,0,1,0,0,0,0,0
"043-250-1245-006-1.pdf",486,0,476,0,0,0,475,NA,486,0,476,1,0,0,475,NA,0,0,0,1,0,0,0
"043-250-1245-024-1.pdf",217,0,203,1,0,0,203,NA,217,0,203,1,0,0,202,NA,0,0,0,0,0,0,-1
"043-251-1253-035-1.pdf",445,0,404,1,0,0,405,NA,445,0,405,1,0,0,404,NA,0,0,1,0,0,0,-1
"044-253-1262-019-1.pdf",686,7,678,10,0,0,671,NA,686,0,678,7,0,0,671,NA,0,-7,0,-3,0,0,0
"044-255-1270-014-1.pdf",708,1,NA,3,0,0,615,NA,708,1,614,3,0,0,611,NA,0,0,NA,0,0,0,-4
"044-255-1271-034-1.pdf",487,0,437,4,0,0,430,NA,487,0,434,4,0,0,430,NA,0,0,-3,0,0,0,0
"044-256-1275-032-1.pdf",555,2,492,3,0,0,487,NA,555,2,490,3,0,0,487,NA,0,0,-2,0,0,0,0
"045-262-1308-075-1.pdf",246,0,198,3,0,0,195,NA,246,0,197,3,0,0,194,NA,0,0,-1,0,0,0,-1
"045-268-1338-029-1.pdf",302,1,263,6,0,0,258,NA,302,1,264,6,0,0,258,NA,0,0,1,0,0,0,0
"046-270-1347-037-1.pdf",501,1,NA,NA,0,0,415,NA,501,1,424,6,0,0,418,NA,0,0,NA,NA,0,0,3
